    ,nome                                     ,qtde   ,unidade ,vl_unit ,vl_total ,conta_despesa                                       ,data_transacao
417 ,PONKAN KG                                , 0.805 ,KG      ,  3.98  ,    3.2  ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
418 ,LARANJA PERA KG                          , 1.03  ,KG      ,  3.59  ,    3.7  ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
419 ,MACA GALA KG                             , 0.69  ,KG      ,  8.99  ,    6.2  ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
420 ,ESFIHA ABERTA SABORES KG                 , 0.164 ,KG      , 28.98  ,    4.75 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
421 ,BOMBA DOCE LEITE KG                      , 0.078 ,KG      , 43.98  ,    3.43 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
422 ,SANDUICHE SALAME JACOMAR KG              , 0.176 ,KG      , 30.98  ,    5.45 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
423 ,PAO QUEIJO RICO PALADAR P.KG             , 0.152 ,KG      , 29.98  ,    4.56 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
424 ,AGUA TONICA ANTARTICA LATA 350ML         , 1.0   ,UN      ,  2.49  ,    2.49 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
425 ,AGUA TONICA ANTARTICA LATA 350ML         , 1.0   ,UN      ,  2.49  ,    2.49 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
426 ,AGUA TONICA SCHWEPPES LATA 350ML         , 1.0   ,UN      ,  2.88  ,    2.88 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
427 ,AGUA TONICA SCHWEPPES LATA 350ML         , 1.0   ,UN      ,  2.88  ,    2.88 ,SUPERMERCADO JACOMAR LTDA                           ,27/05/2022 13:24:20
428 ,BANANA CATURRA KG                        , 1.46  ,KG      ,  2.98  ,    4.35 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
429 ,MACA FUJI KG                             , 0.73  ,KG      ,  9.99  ,    7.29 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
430 ,PONKAN KG                                , 0.76  ,KG      ,  2.98  ,    2.26 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
431 ,BATATA KG                                , 1.17  ,KG      ,  4.99  ,    5.84 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
432 ,AGUA SANITARIA GIRANDO SOL 2L            , 1.0   ,UN      ,  5.98  ,    5.98 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
433 ,TOMATE KG                                , 0.925 ,KG      ,  7.99  ,    7.39 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
434 ,LIMAO TAITI KG                           , 0.705 ,KG      ,  1.98  ,    1.4  ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
435 ,CEBOLA KG                                , 0.83  ,KG      ,  5.49  ,    4.56 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
436 ,ACUCAR UNIAO NATURALE DEMERARA 1KG       , 1.0   ,UN      ,  6.99  ,    6.99 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
437 ,PAO SANDUICHE CHARLOTTE TRAD.400G        , 1.0   ,UN      ,  5.29  ,    5.29 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
438 ,SANDUICHE SALAME JACOMAR KG              , 0.162 ,KG      , 30.98  ,    5.02 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
439 ,MINI CHURROS DOCE DE LEITE KG            , 0.16  ,KG      , 36.98  ,    5.92 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
440 ,COXINHA DE FRANGO CREQUEJIAO KG          , 0.22  ,KG      , 36.98  ,    8.14 ,SUPERMERCADO JACOMAR LTDA                           ,30/05/2022 13:22:07
441 ,IBUPROFENO 600MG 10 CAPS GEL GE ALT      , 1.0   ,UN      , 27.29  ,   27.29 ,FARMACIA IRMAOS PAVESI LTDA FILIAL 16               ,30/05/2022 19:44:03
442 ,SANDUICHE NAT.FRANGO JACOMAR KG          , 0.166 ,KG      , 27.98  ,    4.64 ,SUPERMERCADO JACOMAR LTDA                           ,01/06/2022 13:17:09
443 ,MINI RISOLES DE CARNE KG                 , 0.082 ,KG      , 36.98  ,    3.03 ,SUPERMERCADO JACOMAR LTDA                           ,01/06/2022 13:17:09
444 ,CROISSANT FOLHADO FRANGO CREQUEIJAO KG   , 0.092 ,KG      , 36.98  ,    3.4  ,SUPERMERCADO JACOMAR LTDA                           ,01/06/2022 13:17:09
445 ,CHOC NESTLE KITKAT 41.5G                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADO JACOMAR LTDA                           ,01/06/2022 13:17:09
